MCF Channel Grouping Path,Source/Medium Path,Conversions,Conversion Value
Display (impression) > Direct > Display > Direct,dbm / cpm (impression) > (direct) / (none) > dfa / cpm > (direct) / (none),1,"SGD1,266.40"
Display (impression) > Direct > Display > Direct > Display (impression) > Direct > Direct > Direct,dbm / cpm (impression) > (direct) / (none) > dfa / cpm > (direct) / (none) > dfa / cpm (impression) > (direct) / (none) > (direct) / (none) > (direct) / (none),1,SGD857.90
Display (impression) > Direct > Display > Direct > Display > Direct > Direct > Display > Organic Search > Organic Search > Display > Display > Display > Direct > Direct > Display > Email > Organic Search > Display > Display > Display > Display > Direct > Display (impression) > Organic Search > Display > Email > Organic Search > Display > Email > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Direct > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Organic Search > Display > Display (impression) > Direct > Display > Display > Display > Direct > Direct,dbm / cpm (impression) > (direct) / (none) > dfa / cpm > (direct) / (none) > dfa / cpm > (direct) / (none) > (direct) / (none) > dfa / cpm > google / organic > google / organic > dfa / cpm > dfa / cpm > dfa / cpm > (direct) / (none) > (direct) / (none) > dfa / cpm > eyap7interactbedm_heroimage_dec16_edm / email > google / organic > dfa / cpm > dfa / cpm > dfa / cpm > dfa / cpm > (direct) / (none) > dbm / cpm (impression) > google / organic > dfa / cpm > hktb-abv55wdedm_heroimage_dec16_edm / email > google / organic > dfa / cpm > hktb-abv55wdedm_heroimage_dec16_edm / email > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > (direct) / (none) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > google / organic > dfa / cpm > dbm / cpm (impression) > (direct) / (none) > dfa / cpm > dfa / cpm > dfa / cpm > (direct) / (none) > (direct) / (none),1,SGD381.20
Display (impression) > Direct > Display > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Referral > Direct > (unavailable),dbm / cpm (impression) > (direct) / (none) > dfa / cpm > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > singaporeairgames.com / referral > (direct) / (none) > tnclandingpage / gamesite,1,SGD381.20
Display (impression) > Direct > Display > Display > Direct > Direct > Display > Direct > Direct > Display (impression) > Display (impression) > Display (impression) > Direct > Direct > Direct,dfa / cpm (impression) > (direct) / (none) > dfa / cpm > dfa / cpm > (direct) / (none) > (direct) / (none) > dfa / cpm > (direct) / (none) > (direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > (direct) / (none) > (direct) / (none),1,SGD410.90
Display (impression) > Direct > Display > Display > Display > Display > Paid Search > Paid Search > Display > Paid Search > Paid Search > Paid Search > Paid Search,dbm / cpm (impression) > (direct) / (none) > dfa / cpm > dfa / cpm > dfa / cpm > dfa / cpm > google / cpc > google / cpc > dfa / cpm > google / cpc > google / cpc > google / cpc > google / cpc,1,"SGD2,142.20"
Display (impression) > Direct > Display > Display > Paid Search > Display (impression) > Display (impression) > Paid Search > Organic Search > Display > Display > Display (impression) > Display (impression) > Paid Search,dfa / cpm (impression) > (direct) / (none) > dfa / cpm > dfa / cpm > google / cpc > dfa / cpm (impression) > dbm / cpm (impression) > google / cpc > google / organic > dfa / cpm > dfa / cpm > dfa / cpm (impression) > dfa / cpm (impression) > google / cpc,1,SGD310.80
Display (impression) > Direct > Referral,dbm / cpm (impression) > (direct) / (none) > info.maybank2u.com.sg / referral,1,SGD761.40
Display (impression) > Direct > Referral > Direct > Direct,dfa / cpm (impression) > (direct) / (none) > skyscanner.co.id / referral > (direct) / (none) > (direct) / (none),1,SGD615.10
Display (impression) > Direct > Paid Search > Paid Search > Organic Search > Display > Direct > Display > Display (impression) > Direct > Paid Search > Organic Search > Display > Referral > Organic Search > Display (impression) > Direct > Display,dbm / cpm (impression) > (direct) / (none) > google / cpc > google / cpc > google / organic > dfa / cpm > (direct) / (none) > dfa / cpm > dbm / cpm (impression) > (direct) / (none) > google / cpc > google / organic > dfa / cpm > moneydigest.sg / referral > google / organic > dfa / cpm (impression) > (direct) / (none) > dfa / cpm,1,SGD311.20
Display (impression) > Direct > Organic Search > Direct > Direct > Direct > Direct > Direct > Direct,dbm / cpm (impression) > (direct) / (none) > yahoo / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1,SGD766.60
Display (impression) > Email > Direct > Direct > Direct > Display (impression) > Direct > Organic Search > Display > Direct > Display > Direct > Direct > Display > Direct > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Direct > Direct > Display > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Direct > Direct > Display > Display (impression) > Direct > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Direct > Display (impression) > Direct > Email > Display > Organic Search > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Direct > Direct > Direct > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Direct > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Display (impression) > Direct > Display (impression) > Display (impression) > Direct,dfa / cpm (impression) > kftoursaed_exlporecontentcta_nov16_edm / email > (direct) / (none) > (direct) / (none) > (direct) / (none) > dfa / cpm (impression) > (direct) / (none) > google / organic > dfa / cpm > (direct) / (none) > dfa / cpm > (direct) / (none) > (direct) / (none) > dfa / cpm > (direct) / (none) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dbm / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > (direct) / (none) > (direct) / (none) > dfa / cpm > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dbm / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > (direct) / (none) > dfa / cpm > dbm / cpm (impression) > (direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none) > dfa / cpm (impression) > (direct) / (none) > kfjcls-eypaxbedm_eutourhighlights_nov16_edm / email > dfa / cpm > google / organic > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dfa / cpm (impression) > (direct) / (none) > (direct) / (none) > (direct) / (none) > dfa / cpm (impression) > dbm / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dbm / cpm (impression) > dfa / cpm (impression) > (direct) / (none) > dfa / cpm (impression) > dfa / cpm (impression) > dbm / cpm (impression) > dfa / cpm (impression) > dfa / cpm (impression) > (direct) / (none) > dbm / cpm (impression) > dbm / cpm (impression) > (direct) / (none),1,"SGD4,464.40"
